# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	308026
#@/user_id	81bf718c-31d1-4575-8c56-55f3655d21e4
bu fen xiang 	不分享	c=2 d=1 t=148257
bu feng 	不封	c=2 d=1 t=284185
bu fu 	不服	c=5 d=1 t=244801
bu fu 	不符	c=1 d=1 t=15705
bu fu fei 	不付費	c=1 d=1 t=204489
bu fu he 	不符合	c=1 d=1 t=37878
bu fu za 	不複雜	c=4 d=1.98511 t=248976
bu fu ze ren 	不負責任	c=1 d=1 t=15553
bu fu zhi 	不複製	c=1 d=1 t=116267
bu gai 	不改	c=2 d=1 t=254749
bu gai 	不該	c=9 d=1 t=300655
bu gai gai 	不改改	c=1 d=1 t=249459
bu gai ming 	不改名	c=3 d=1.67032 t=28619
bu gai shuo 	不該說	c=1 d=1 t=141968
bu gan 	不幹	c=3 d=1 t=278832
bu gan 	不敢	c=34 d=1.93239 t=290971
bu gan chi 	不敢吃	c=1 d=1 t=285674
bu gan da 	不敢打	c=2 d=1 t=45244
bu gan ga 	不尷尬	c=1 d=1 t=153220
bu gan mai 	不敢買	c=1 d=1 t=268055
bu gan peng 	不敢碰	c=1 d=1 t=53225
bu gan shang 	不敢上	c=1 d=1 t=128603
bu gan shuo you 	不敢說有	c=1 d=1 t=130203
bu gan wan 	不趕晚	c=1 d=1 t=80384
bu gan xi qing 	不敢喜慶	c=1 d=1 t=231741
bu gan xing qu 	不感興趣	c=2 d=1 t=231742
bu gan yong 	不敢用	c=1 d=1 t=117314
bu gan yu 	不干預	c=1 d=1 t=129080
bu gan zhuang 	不敢撞	c=1 d=1 t=36448
bu gan zuo 	不敢做	c=1 d=1 t=286163
bu gao 	不搞	c=4 d=1 t=266479
bu gao 	不高	c=11 d=1 t=294058
bu gao ding 	不搞定	c=1 d=1 t=126997
bu gao su 	不告訴	c=3 d=1 t=243200
bu gao xing 	不高興	c=2 d=1 t=155151
bu gei 	不給	c=27 d=1.00001 t=291025
bu gei 	補給	c=1 d=1 t=7638
bu gei bao 	不給保	c=1 d=1 t=13249
bu gei bie ren 	補給別人	c=1 d=1 t=3758
bu gei jie 	不給解	c=2 d=1.00914 t=19183
bu gei li 	不給力	c=3 d=1 t=284072
bu gei ni 	不給你	c=5 d=1.98511 t=232698
bu gei nong 	不給弄	c=1 d=1 t=239503
bu gei qian 	不給錢	c=1 d=1 t=264203
bu gei ta 	不給他	c=3 d=1 t=163399
bu gei wo 	補給我	c=3 d=1 t=159030
bu gei yu suan me 	不給預算麼	c=1 d=1 t=225223
bu gen 	不跟	c=5 d=1 t=286007
bu gen jin 	不跟進	c=1 d=1 t=296162
bu gen ni men 	不跟你們	c=2 d=1 t=182730
bu gen shou 	不跟手	c=1 d=1 t=51148
bu gen ta 	不跟他	c=1 d=1 t=301898
bu gen ta men 	不跟他們	c=1 d=1 t=94171
bu gen wo 	不跟我	c=7 d=1 t=178022
bu geng xin 	不更新	c=6 d=1 t=306639
bu gong 	不公	c=1 d=1 t=176251
bu gong ping 	不公平	c=1 d=1 t=201099
bu gong zuo 	不工作	c=3 d=1 t=78636
bu gou 	不夠	c=54 d=1 t=305952
bu gou cheng shu 	不夠成熟	c=1 d=1 t=30306
bu gou duo 	不夠多	c=3 d=1 t=129310
bu gou hao 	不夠好	c=3 d=1 t=82589
bu gou kuai 	不夠快	c=1 d=1 t=118499
bu gou yong 	不夠用	c=5 d=1 t=300230
bu gu 	不顧	c=5 d=1 t=236741
bu gu ding 	不固定	c=1 d=1 t=125899
bu guai 	不怪	c=1 d=1 t=43345
bu guan 	不管	c=40 d=0.565525 t=308026
bu guan 	不關	c=1 d=1 t=122166
bu guan shi 	不管是	c=1 d=1 t=65638
bu guan shi er 	不管事兒	c=1 d=1 t=28957
bu guan yong 	不管用	c=2 d=1 t=204839
bu guang 	不光	c=10 d=1 t=274268
bu guang shi 	不光是	c=1 d=1 t=43940
bu gui 	不貴	c=12 d=1.99504 t=235611
bu gui fan 	不規範	c=0 d=0.1 t=78753
bu guo 	不過	c=233 d=0.0364213 t=308026
bu guo jie 	不過節	c=1 d=1 t=229417
bu guo lai 	不過來	c=1 d=0.1 t=232197
bu guo le 	不過了	c=1 d=1 t=262749
bu guo qu 	不過去	c=1 d=1 t=6062
bu guo wo 	不過我	c=1 d=1 t=128799
bu hang 	不吭	c=1 d=1 t=211269
bu hao 	不好	c=114 d=0.00511796 t=308026
bu hao dang 	不好當	c=1 d=1 t=239724
bu hao dian 	不好點	c=1 d=1 t=68069
bu hao gai 	不好改	c=1 d=1 t=59744
bu hao guan li 	不好管理	c=1 d=1 t=118835
bu hao hao 	不好好	c=3 d=1 t=154760
bu hao kan 	不好看	c=12 d=1 t=288726
bu hao ma 	不好嗎	c=1 d=1 t=36005
bu hao nong 	不好弄	c=2 d=1 t=307057
bu hao pian 	不好騙	c=1 d=1 t=53120
bu hao shi 	不好使	c=3 d=1 t=209962
bu hao shuo 	不好說	c=13 d=1 t=306669
bu hao ting 	不好停	c=4 d=1.99005 t=214925
bu hao wan 	不好玩	c=4 d=1 t=268354
bu hao wan 	不好萬	c=1 d=1 t=107686
bu hao wan le 	不好玩了	c=1 d=1 t=202028
bu hao xiao 	不好笑	c=1 d=1 t=250246
bu hao yi si 	不好意思	c=10 d=1 t=266153
bu hao yong 	不好用	c=5 d=1 t=242983
bu hao zhuang 	不好撞	c=1 d=1 t=118680
bu hao zuo 	不好做	c=1 d=1 t=198955
bu he 	不合	c=4 d=1 t=269001
bu he 	不喝	c=1 d=1 t=41587
bu he fa 	不合法	c=1 d=1 t=257115
bu he ge 	不合格	c=1 d=1 t=242872
bu he jiu 	不喝酒	c=1 d=1 t=86246
bu he shi 	不合適	c=13 d=1.00209 t=277480
bu he shi yi 	不合時宜	c=1 d=1 t=105746
bu hou dao 	不厚道	c=1 d=1 t=56100
bu hu 	布護	c=4 d=1 t=306232
bu hu tong 	不互通	c=1 d=1 t=180129
bu hu tong 	不衚衕	c=2 d=1 t=180125
bu hu yi 	布護億	c=1 d=1 t=162101
bu hua 	不花	c=3 d=1.98511 t=195756
bu hua qian 	不花錢	c=2 d=1 t=257328
bu huan 	不換	c=4 d=1.00001 t=268272
bu huan cheng 	不換成	c=1 d=1 t=246803
bu huan hao 	不換號	c=1 d=1 t=117556
bu hui 	不回	c=2 d=1 t=136011
bu hui 	不會	c=207 d=0.15652 t=308026
bu hui ba 	不會吧	c=1 d=1 t=155877
bu hui bai 	不會敗	c=1 d=1 t=3292
bu hui bei 	不會被	c=3 d=1 t=119942
bu hui beng 	不會崩	c=1 d=1 t=51096
bu hui bian 	不會變	c=1 d=0.1 t=306757
bu hui bian le 	不會變了	c=1 d=1 t=46030
bu hui bu 	不會不	c=1 d=1 t=199972
bu hui cha 	不會查	c=1 d=1 t=74190
bu hui chu 	不會出	c=1 d=1 t=165576
bu hui da 	不會打	c=3 d=1 t=295309
bu hui duan 	不會斷	c=1 d=1 t=34720
bu hui fu 	不回覆	c=1 d=1 t=209854
bu hui gao 	不會搞	c=2 d=1 t=52465
bu hui huai yun 	不會懷孕	c=1 d=1 t=182997
bu hui jia 	不回家	c=4 d=1.79852 t=245578
bu hui kan 	不會看	c=3 d=1 t=161327
bu hui kui 	不會虧	c=1 d=1 t=83391
bu hui lai 	不回來	c=8 d=1 t=305779
bu hui lai 	補回來	c=1 d=1 t=12487
bu hui mai 	不會買	c=2 d=1 t=113912
bu hui nong 	不會弄	c=1 d=1 t=24060
bu hui shang 	不會上	c=1 d=1 t=38117
bu hui shi 	不會是	c=1 d=1 t=128808
bu hui wan 	不會玩	c=1 d=1 t=97645
bu hui wan 	不會萬	c=1 d=1 t=78151
bu hui xian qi wo 	不會嫌棄我	c=1 d=1 t=43716
bu hui xie 	不會寫	c=1 d=1 t=112369
bu hui yong 	不會用	c=1 d=1 t=4075
bu hui you 	不會有	c=4 d=7.94804e-05 t=308026
bu hui you wen ti 	不會有問題	c=1 d=1 t=44504
bu hui zai ai 	不會再爱	c=1 d=1 t=20757
bu hui zhang 	不會漲	c=1 d=1 t=239513
bu hui zuo 	不會做	c=1 d=1 t=98535
bu huo 	不活	c=1 d=1 t=280348
bu huo 	捕獲	c=2 d=1 t=280347
bu ji 	不急	c=3 d=1 t=186766
bu ji 	不濟	c=1 d=1 t=141990
bu ji 	不給	c=1 d=1 t=63266
bu ji 	不計	c=1 d=1 t=212855
bu ji dao 	布吉島	c=3 d=1 t=81778
bu ji de 	不記得	c=16 d=1 t=290509
bu ji ge 	不及格	c=1 d=1 t=267320
bu ji hua 	不計劃	c=1 d=1 t=178359
bu ji jie 	不集結	c=1 d=1 t=163188
bu ji shi 	不及時	c=1 d=1 t=297355
bu ji shi 	不濟事	c=1 d=1 t=144285
bu jia 	不佳	c=1 d=1 t=123082
bu jia 	不加	c=15 d=1.01231 t=246910
bu jia ban 	不加班	c=3 d=0.100014 t=287017
bu jia xin 	不加新	c=1 d=1 t=201242
bu jian 	不見	c=4 d=1 t=221285
bu jian 	部件	c=0 d=0.1 t=132968
bu jian cha 	不檢查	c=1 d=1 t=46005
bu jian de 	不見得	c=5 d=1 t=176534
bu jian dong xi 	不見東西	c=1 d=1 t=138427
bu jian kang 	不健康	c=1 d=1 t=89085
bu jian yi 	不建議	c=3 d=1 t=218594
bu jian yi gai 	不建議改	c=1 d=1 t=215217
bu jiang pin 	布獎品	c=1 d=1 t=74908
bu jiao 	不叫	c=6 d=1 t=253672
bu jiao 	補交	c=1 d=1 t=55615
bu jiao kuai 	不較快	c=1 d=1 t=249257
bu jiao wo 	不叫我	c=5 d=1 t=297137
bu jie 	不解	c=3 d=2.55776 t=30065
bu jie hun 	不結婚	c=1 d=1 t=173955
bu jie jue 	不解決	c=1 d=1 t=92748
bu jie shou 	不接受	c=1 d=1 t=194786
bu jie yi 	不介意	c=4 d=1 t=268537
bu jin 	不僅	c=1 d=1 t=147415
bu jin 	不禁	c=1 d=1 t=12732
bu jin 	不進	c=1 d=1 t=290836
bu jin qu 	不進去	c=1 d=0.1 t=288168
bu jing 	佈景	c=1 d=1 t=146940
bu jing chang 	不經常	c=1 d=1 t=41266
bu jing yi 	不經意	c=1 d=1 t=141644
bu jiu 	不久	c=13 d=1 t=300082
bu jiu 	不就	c=5 d=1 t=262321
bu jiu ai ban 	不舊愛辦	c=1 d=1 t=282866
bu jiu dei 	不就得	c=1 d=1 t=166990
bu jiu hao 	不就好	c=2 d=1 t=290125
bu jiu hao le 	不就好了	c=1 d=1 t=244878
bu jiu jie 	不久解	c=3 d=1 t=272185
bu jiu neng 	不就能	c=1 d=1 t=259852
bu jiu shi 	不就是	c=16 d=0.1 t=282881
bu jiu xing 	不就行	c=4 d=1 t=230581
bu ju bei 	不具備	c=1 d=1 t=258325
bu jue de 	不覺得	c=4 d=1 t=302063
bu jue ding 	不決定	c=1 d=1 t=178143
bu ka 	不卡	c=6 d=1 t=227015
bu kai 	不開	c=11 d=0.116992 t=292158
bu kai qi 	不開啓	c=2 d=1 t=269920
bu kai wan xiao 	不開玩笑	c=1 d=0.115325 t=308026
bu kai xin 	不開心	c=23 d=1 t=296931
bu kai zhao 	不開罩	c=3 d=1 t=35494
bu kai zhao 	補開罩	c=1 d=1 t=3801
bu kan 	不看	c=19 d=1 t=292000
bu kan chang du 	不看長度	c=1 d=1 t=59579
bu kan hao 	不看好	c=1 d=1 t=245492
bu kan ru mu 	不堪入目	c=1 d=1 t=9904
bu kao 	不考	c=3 d=1 t=185327
bu kao 	補考	c=1 d=1 t=139475
bu kao lv 	不考慮	c=3 d=0.1 t=294906
bu kao lv la 	不考慮啦	c=1 d=1 t=294907
bu kao pu 	補靠譜	c=16 d=1 t=301826
bu ke 	不可	c=6 d=1 t=201731
bu ke 	補課	c=1 d=1 t=151326
bu ke ai 	不可愛	c=1 d=1 t=44475
bu ke fou ren 	不可否認	c=1 d=1 t=49715
bu ke neng 	不可能	c=17 d=8.29382e-06 t=308026
bu ke neng na ge 	不可能那個	c=1 d=1 t=283355
bu ke pa 	不可怕	c=1 d=1 t=281587
bu ke qi 	不客氣	c=3 d=1 t=163275
bu ke xiao qu 	不可小覷	c=1 d=1 t=137320
bu ke xin 	不可信	c=1 d=1 t=231836
bu ke xiu fu 	不可修復	c=1 d=1 t=9546
bu ke xue 	不科學	c=7 d=1 t=256678
bu ke yi 	不可以	c=27 d=1 t=291867
bu ke yi yu yin 	不可以語音	c=1 d=1 t=202412
bu ke yong 	不可用	c=9 d=1 t=286390
bu keng nei 	不坑內	c=2 d=1.956 t=203537
bu ku 	不哭	c=2 d=1 t=271423
bu kui 	不愧	c=1 d=1 t=2624
bu kun 	不困	c=3 d=0.1 t=276312
bu la ke 	布拉克	c=0 d=0.1 t=165884
bu lai 	不來	c=10 d=0.1 t=290863
bu lai tao 	不來套	c=1 d=1 t=290864
bu lan 	不爛	c=1 d=1 t=107908
bu lao 	不牢	c=1 d=1 t=185458
bu le 	不了	c=1 d=1 t=307371
bu le 	補了	c=3 d=1 t=100451
bu le guan 	不樂觀	c=1 d=1 t=114443
bu le yi 	不樂意	c=2 d=1 t=109472
bu lei 	不累	c=4 d=1 t=301376
bu lei me 	不累麼	c=1 d=1 t=35773
bu li 	不利	c=1 d=1 t=185181
bu li 	不理	c=0 d=0.1 t=3781
bu li hai 	不厲害	c=1 d=1 t=277999
bu li jie 	不理解	c=5 d=2.5373 t=249606
bu li ju mian 	不利局面	c=1 d=1 t=141893
bu li ni 	不理你	c=1 d=1 t=3782
bu li ta 	不理他	c=1 d=1 t=27180
bu li wo 	不理我	c=2 d=1 t=249263
bu lia 	不倆	c=2 d=1 t=146864
bu liang 	不亮	c=1 d=1 t=187787
bu liang 	不良	c=5 d=1 t=247427
bu liao 	不了	c=100 d=0.0021068 t=308026
bu liao 	不料	c=1 d=1 t=94846
bu liao 	不聊	c=1 d=1 t=45351
bu liao jie 	不瞭解	c=5 d=1 t=301128
bu liao liao zhi 	不了了之	c=1 d=1 t=192334
bu lin 	布林	c=0 d=0.1 t=30381
bu ling 	不靈	c=2 d=1 t=142636
bu ling 	不領	c=2 d=0.00186406 t=308026
bu liu 	不留	c=4 d=1 t=242625
bu liu shi 	不留是	c=1 d=1 t=4056
bu liu xing 	不流行	c=1 d=1 t=292370
bu lou 	不漏	c=0 d=0.1 t=143512
bu lou hen ji 	不漏痕跡	c=1 d=1 t=143513
bu lu 	不露	c=0 d=0.1 t=227057
bu lu ao 	不露傲	c=1 d=1 t=227058
bu lun 	不論	c=5 d=1 t=289841
bu lun si shang 	不論死傷	c=1 d=1 t=240874
bu lun zen yang 	不論怎樣	c=1 d=1 t=28715
bu luo 	部落	c=20 d=1 t=285129
bu luo chong tu 	部落衝突	c=1 d=1 t=217887
bu luo hao 	部落號	c=1 d=1 t=265434
bu luo zhan 	部落佔	c=1 d=1 t=54803
bu ma 	不罵	c=1 d=1 t=59439
bu ma fan 	不麻煩	c=7 d=1 t=241351
bu mai 	不埋	c=1 d=1 t=146337
bu mai 	不買	c=13 d=1 t=288616
bu mai 	不賣	c=5 d=1.08543 t=197779
bu mai le 	不買了	c=1 d=1 t=57195
bu man 	不滿	c=2 d=1 t=128630
bu man yi 	不滿意	c=3 d=1.94649 t=222499
bu man zu 	不滿足	c=3 d=1.86936 t=62260
bu mang 	不忙	c=2 d=1 t=155558
bu mao dun 	不矛盾	c=2 d=1 t=136411
bu mei li 	不美麗	c=2 d=1 t=190670
bu men 	部門	c=17 d=1 t=294712
bu mian ye 	不眠夜	c=1 d=1 t=152890
bu ming 	不明	c=0 d=0.1 t=90673
bu ming bai 	不明白	c=16 d=1 t=294681
bu ming jue li 	不明覺厲	c=2 d=1 t=229110
bu ming que 	不明確	c=3 d=2.68279 t=89081
bu ming xian 	不明顯	c=1 d=1 t=109381
bu na me 	不那麼	c=3 d=1 t=285096
bu nai fan 	不耐煩	c=1 d=1 t=7825
bu nan 	不難	c=9 d=1 t=294964
bu neng 	不能	c=278 d=0.0223708 t=308026
bu neng dai 	不能帶	c=1 d=1 t=105751
bu neng deng 	不能等	c=1 d=1 t=219009
bu neng diu 	不能丟	c=1 d=1 t=126243
bu neng gao su ni 	不能告诉你	c=1 d=1 t=35427
bu neng gou 	不能夠	c=6 d=1 t=265141
bu neng guai wo 	不能怪我	c=1 d=1 t=91920
bu neng jin 	不能進	c=1 d=1 t=132726
bu neng le 	不能了	c=1 d=1 t=17503
bu neng ling 	不能領	c=1 d=1 t=4233
bu neng ling qu 	不能領取	c=1 d=1 t=286785
bu neng man zu 	不能滿足	c=1 d=1 t=302051
bu neng wan 	不能玩	c=1 d=1 t=196063
bu neng yong 	不能用	c=10 d=1.70897 t=286734
bu neng zuo 	不能做	c=1 d=1 t=72366
bu nong 	不弄	c=2 d=1 t=240557
bu nong 	布農	c=4 d=1 t=240552
bu o 	不哦	c=0 d=0.1 t=68340
bu o gu 	不哦顧	c=1 d=1 t=68341
bu pa 	不怕	c=8 d=1 t=192188
bu pa ma fan 	不怕麻煩	c=1 d=1 t=65767
bu pai chu 	不排除	c=3 d=1 t=222887
bu pang 	不胖	c=2 d=1 t=262875
bu pao 	不拋	c=1 d=1 t=131959
bu pao 	不泡	c=1 d=1 t=73618
bu pei 	不賠	c=1 d=1 t=292799
bu pei 	不配	c=2 d=1 t=167722
bu pei he 	不配合	c=3 d=1 t=229021
bu pei ta men 	不配他們	c=1 d=1 t=42751
bu peng 	不碰	c=1 d=1 t=296900
bu pian yi 	不便宜	c=1 d=1 t=189210
bu ping 	不平	c=2 d=1.56553 t=104890
bu ping jia 	不評價	c=1 d=1 t=176602
bu pu tong 	不普通	c=1 d=1 t=292741
bu qi 	不起	c=4 d=1 t=241847
bu qi lai 	不起來	c=1 d=0.1 t=243587
bu qia dang 	不恰當	c=1 d=1 t=182909
bu qian 	不淺	c=0 d=0.1 t=117910
bu qiang 	不強	c=1 d=1 t=242152
bu qiang 	步槍	c=1 d=1 t=127298
bu qiao 	不巧	c=1 d=1 t=221301
bu qie 	不切	c=1 d=1 t=305128
bu qin 	不勤	c=1 d=1 t=189190
bu qing 	不清	c=4 d=1 t=307543
bu qing chu 	不清楚	c=19 d=1 t=307650
bu qiu 	不求	c=1 d=1 t=201501
bu qu 	不去	c=51 d=0.00136719 t=308026
bu qu kan 	不去看	c=1 d=1 t=214003
bu qu zuo 	不去做	c=1 d=1 t=258390
bu quan 	不全	c=6 d=1 t=234704
bu quan mian 	不全面	c=4 d=1.75201 t=185189
bu que 	不缺	c=5 d=1 t=291146
bu que ding 	不確定	c=29 d=1.01246 t=280227
bu que qian 	不缺錢	c=1 d=1 t=148672
bu ran 	不然	c=4 d=1 t=205676
bu rang 	不讓	c=7 d=0.1 t=286900
bu rang fa 	不讓發	c=1 d=1 t=286901
bu rang ni 	不讓你	c=3 d=1 t=153360
bu rang ta 	不讓他	c=1 d=1 t=146305
bu rang wan jia du 	不讓玩家賭	c=1 d=1 t=36115
bu rang wo 	不讓我	c=1 d=1 t=147078
bu rang wo men 	不讓我們	c=1 d=1 t=7253
bu re wo 	不惹我	c=1 d=1 t=38094
bu ren 	不忍	c=1 d=1 t=10482
bu ren dao 	不人道	c=1 d=1 t=264657
bu ren shi 	不認識	c=20 d=0.000201444 t=308026
bu ren shi le 	不認識了	c=1 d=1 t=148205
bu rong yi 	不容易	c=2 d=1 t=218491
bu ru 	不如	c=24 d=1.00002 t=286596
bu ru ren 	不如人	c=1 d=1 t=204344
bu ru shuo 	不如說	c=1 d=1 t=199240
bu ru yi 	不如意	c=1 d=1 t=215331
bu ru zhao ge 	不如找個	c=1 d=1 t=77176
bu ru zhuang ri 	不如撞日	c=1 d=1 t=84055
bu san bu si 	不三不四	c=1 d=1 t=39343
bu sha 	不殺	c=2 d=1 t=189729
bu shan 	不刪	c=2 d=1 t=64692
bu shang 	不上	c=52 d=1 t=298835
bu shang 	補上	c=1 d=1 t=251027
bu shang ban 	不上班	c=7 d=1 t=287925
bu shang lai 	不上來	c=0 d=0.1 t=114382
bu shang men 	不上們	c=1 d=1 t=216801
bu shang qu 	不上去	c=4 d=1 t=277023
bu shang wang 	不上網	c=2 d=1 t=179217
bu shang wo 	不上我	c=1 d=1 t=128501
bu shang xian 	不上限	c=2 d=1 t=190208
bu shao 	不少	c=32 d=0.0497871 t=308026
bu shao lei 	步少磊	c=5 d=1.47434 t=46068
bu shao qian 	不少錢	c=1 d=1 t=146593
bu she 	不設	c=1 d=1 t=78217
bu shen he 	不審覈	c=1 d=1 t=221846
bu sheng 	不勝	c=1 d=1 t=22331
bu sheng qi 	不生氣	c=1 d=1 t=229863
bu sheng xiao 	不生效	c=4 d=1 t=278232
bu shi 	不是	c=668 d=0.611583 t=308026
bu shi 	不適	c=1 d=1 t=217811
bu shi bu shi 	不是不是	c=1 d=1 t=137769
bu shi ei 	不是誒	c=1 d=1 t=243325
bu shi ge 	不是個	c=1 d=1 t=301704
bu shi he 	不適合	c=3 d=0.111917 t=308026
bu shi hen 	不是很	c=1 d=1 t=97139
bu shi ji 	不實際	c=1 d=1 t=300397
bu shi ma 	不是嗎	c=1 d=1 t=231838
bu shi sha 	不是啥	c=2 d=1 t=278427
bu shi shi er 	不是事兒	c=2 d=0.1 t=246334
bu shi tai que ding 	不是太確定	c=1 d=1 t=185952
bu shi wo 	不是我	c=2 d=1 t=235335
bu shi ying 	不適應	c=1 d=1 t=137940
bu shi zhi xu 	不時之需	c=0 d=0.1 t=283341
bu shou 	不受	c=5 d=1 t=248718
bu shou can 	不手殘	c=1 d=1 t=61759
bu shou fei 	不收費	c=1 d=1 t=57748
bu shou qian 	不收錢	c=1 d=1 t=264629
bu shou shi 	不守時	c=1 d=1 t=135346
bu shou yu 	不授予	c=1 d=1 t=280124
bu shu 	不熟	c=3 d=1 t=177223
bu shu 	部署	c=36 d=1.99501 t=278422
bu shu fu 	不舒服	c=8 d=1 t=307989
bu shu shu fu 	部署舒服	c=1 d=1 t=96668
bu shu wan 	部署玩	c=2 d=1 t=218817
bu shu xi 	不熟悉	c=4 d=1.91393 t=294650
bu shu yi tao 	部署一套	c=1 d=1 t=264521
bu shu yu 	不屬於	c=1 d=1 t=117755
bu shu zai 	部署在	c=1 d=1 t=126286
bu shua 	不刷	c=2 d=0.1 t=217896
bu shua xin 	不刷新	c=13 d=1 t=238380
bu shuai 	不帥	c=1 d=1 t=25710
bu shuang 	不爽	c=14 d=0.000211772 t=308026
bu shuang le 	不爽了	c=1 d=1 t=17903
bu shuang ta 	不爽他	c=1 d=1 t=3044
bu shui 	不睡	c=0 d=0.1 t=284883
bu shui jiao 	不睡覺	c=3 d=1 t=278560
bu shun shou 	不順手	c=1 d=1 t=45172
bu shun xin 	不順心	c=1 d=1 t=192161
bu shun yan 	不順眼	c=1 d=1 t=38033
bu shuo 	不說	c=21 d=1.63763 t=300395
bu shuo hua 	不說話	c=9 d=1 t=301941
bu shuo le 	不說了	c=1 d=1 t=153559
bu si 	不死	c=0 d=0.1 t=59357
bu si bing 	不死兵	c=1 d=1 t=184338
bu song 	不送	c=3 d=1 t=273304
bu suan 	不算	c=21 d=0.00489275 t=308026
bu suan shi er 	不算事兒	c=1 d=1 t=84092
bu suan shu 	不算數	c=2 d=1.97045 t=232719
bu suan xian shi qi 	不算顯示器	c=1 d=1 t=154167
bu sui ji 	不隨機	c=1 d=1 t=209037
bu sui yi 	不隨意	c=1 d=1 t=153521
bu suo ping 	不鎖屏	c=1 d=1 t=173351
bu tai 	不太	c=67 d=1 t=305088
bu tai chi 	不太吃	c=1 d=1 t=201015
bu tai dong 	不太懂	c=1 d=1 t=273213
bu tai dui 	不太對	c=7 d=1 t=301745
bu tai dui jin 	不太對進	c=1 d=1 t=284514
bu tai e 	不太餓	c=1 d=1 t=292631
bu tai gou 	不太夠	c=3 d=1.00038 t=31907
bu tai guan zhu 	不太關注	c=1 d=1 t=295402
bu tai hao 	不太好	c=19 d=1 t=300090
bu tai hao fen 	不太好分	c=1 d=1 t=181754
bu tai hao shi 	不太好使	c=1 d=1 t=75279
bu tai hao zhao 	不太好找	c=1 d=1 t=4093
bu tai hao zuo 	不太好做	c=1 d=1 t=154235
bu tai kao pu 	不太靠譜	c=2 d=1 t=189978
bu tai li xiang 	不太理想	c=1 d=1 t=160861
bu tai neng 	不太能	c=1 d=1 t=179002
bu tai shuang 	不太爽	c=1 d=1 t=178602
bu tai xiang 	不太像	c=3 d=1 t=215852
bu tai xiang 	不太想	c=1 d=0.1 t=38470
bu tai xiang kan 	不太想看	c=1 d=1 t=38471
bu tai xing 	不太星	c=3 d=1 t=96696
bu tai xing 	不太行	c=1 d=1 t=87402
bu tai yi yang 	不太一樣	c=1 d=1 t=71463
bu tan 	不談	c=1 d=1 t=190504
bu tao chu lai 	不逃出來	c=1 d=1 t=160783
bu tao lun 	不討論	c=2 d=1 t=249540
bu tao yan 	不討厭	c=1 d=1 t=38122
bu teng 	不疼	c=2 d=1.85642 t=81618
bu ti 	不提	c=1 d=1 t=263219
bu ti jiao 	不提交	c=3 d=1.99005 t=199264
bu ti xing 	不提醒	c=1 d=1 t=47463
bu tiao 	不調	c=0 d=0.1 t=12984
bu tie lian 	不貼臉	c=2 d=1.73712 t=98987
bu tie pai 	不貼牌	c=1 d=1 t=135312
bu ting 	不停	c=7 d=1 t=217109
bu ting 	不聽	c=1 d=1 t=57669
bu ting chu 	不停出	c=1 d=1 t=67058
bu ting hua 	不聽話	c=1 d=1 t=197309
bu ting le 	不停了	c=1 d=1 t=12719
bu tong 	不同	c=81 d=0.0677057 t=308026
bu tong 	不通	c=5 d=1.99501 t=292149
bu tong bu 	不同不	c=1 d=0.680451 t=308026
bu tong cheng du 	不同程度	c=1 d=1 t=125341
bu tong di fang 	不同地方	c=1 d=1 t=143137
bu tong dian 	不同點	c=1 d=1 t=76784
bu tong guo 	不通過	c=7 d=1.98511 t=188766
bu tong hao 	不同號	c=1 d=1 t=164510
bu tong lei 	不同類	c=1 d=1 t=4876
bu tong yi 	不同意	c=3 d=1 t=307352
bu tui 	不退	c=3 d=1 t=118917
bu tui chu 	不退出	c=1 d=1 t=38319
bu tui jian 	不推薦	c=1 d=1 t=255724
bu tui song 	不推送	c=1 d=1 t=110361
bu tuo 	不妥	c=1 d=1 t=129049
bu wan 	不完	c=6 d=1 t=271149
bu wan 	不晚	c=2 d=1.82696 t=292302
bu wan 	不玩	c=16 d=1 t=296342
bu wan le 	不完了	c=1 d=1 t=31112
bu wan shan 	不完善	c=1 d=1 t=185464
bu wan zheng 	不完整	c=1 d=1 t=182663
bu wang 	不忘	c=1 d=1 t=35763
bu wang 	不枉	c=2 d=1 t=224958
bu wei hu 	不維護	c=2 d=1 t=286030
bu wei sha 	不爲啥	c=1 d=1 t=232714
bu wei yi 	不唯一	c=1 d=1 t=213272
bu wen 	不問	c=3 d=1 t=301920
bu wen 	不穩	c=6 d=1 t=108831
bu wen ding 	不穩定	c=9 d=1 t=289355
bu wen ti 	不問題	c=1 d=1 t=170767
bu wen wo 	不問我	c=1 d=1 t=57205
bu wo 	補我	c=1 d=1 t=159314
bu wu liao 	不無聊	c=1 d=1 t=242937
bu xi 	不洗	c=1 d=1 t=136350
bu xi guan 	不習慣	c=1 d=1 t=134929
bu xi huan 	不喜歡	c=9 d=1.00093 t=301894
bu xi huan chi 	不喜歡吃	c=1 d=1 t=155232
bu xi huan mao 	不喜歡貓	c=1 d=1 t=10383
bu xi yan 	補吸菸	c=1 d=1 t=263802
bu xia 	不下	c=3 d=1 t=273931
bu xia lai 	不下來	c=2 d=0.1 t=206775
bu xia qu 	不下去	c=0 d=0.1 t=293765
bu xia xian 	不下線	c=1 d=1 t=5223
bu xian 	不先	c=1 d=1 t=72141
bu xian 	不限	c=6 d=1 t=284866
